"Epoch","devoted-sound-306 - _step","devoted-sound-306 - _step__MIN","devoted-sound-306 - _step__MAX","devoted-sound-306 - RI score","devoted-sound-306 - RI score__MIN","devoted-sound-306 - RI score__MAX","copper-waterfall-309 - _step","copper-waterfall-309 - _step__MIN","copper-waterfall-309 - _step__MAX","copper-waterfall-309 - RI score","copper-waterfall-309 - RI score__MIN","copper-waterfall-309 - RI score__MAX","amber-rain-344 - _step","amber-rain-344 - _step__MIN","amber-rain-344 - _step__MAX","amber-rain-344 - RI score","amber-rain-344 - RI score__MIN","amber-rain-344 - RI score__MAX","worthy-yogurt-341 - _step","worthy-yogurt-341 - _step__MIN","worthy-yogurt-341 - _step__MAX","worthy-yogurt-341 - RI score","worthy-yogurt-341 - RI score__MIN","worthy-yogurt-341 - RI score__MAX","driven-waterfall-297 - _step","driven-waterfall-297 - _step__MIN","driven-waterfall-297 - _step__MAX","driven-waterfall-297 - RI score","driven-waterfall-297 - RI score__MIN","driven-waterfall-297 - RI score__MAX","fancy-waterfall-343 - _step","fancy-waterfall-343 - _step__MIN","fancy-waterfall-343 - _step__MAX","fancy-waterfall-343 - RI score","fancy-waterfall-343 - RI score__MIN","fancy-waterfall-343 - RI score__MAX"
"82","2459","2459","2459","0.9626915193022861","0.9626915193022861","0.9626915193022861","","","","","","","2459","2459","2459","0.9577511410735182","0.9577511410735182","0.9577511410735182","","","","","","","","","","","","","2459","2459","2459","0.9576635482197954","0.9576635482197954","0.9576635482197954"
"83","2489","2489","2489","0.956516364393618","0.956516364393618","0.956516364393618","","","","","","","2489","2489","2489","0.9619140620860973","0.9619140620860973","0.9619140620860973","","","","","","","","","","","","","2489","2489","2489","0.9559902421560953","0.9559902421560953","0.9559902421560953"
"84","2519","2519","2519","0.9615300663176798","0.9615300663176798","0.9615300663176798","","","","","","","2519","2519","2519","0.9616161051046431","0.9616161051046431","0.9616161051046431","","","","","","","","","","","","","2519","2519","2519","0.9561103291329734","0.9561103291329734","0.9561103291329734"
"85","2549","2549","2549","0.9652654776925725","0.9652654776925725","0.9652654776925725","","","","","","","2549","2549","2549","0.9621237198198469","0.9621237198198469","0.9621237198198469","","","","","","","","","","","","","2549","2549","2549","0.9599573507569648","0.9599573507569648","0.9599573507569648"
"86","2579","2579","2579","0.9628621840882495","0.9628621840882495","0.9628621840882495","","","","","","","2579","2579","2579","0.9604355794825326","0.9604355794825326","0.9604355794825326","","","","","","","","","","","","","2579","2579","2579","0.9586886671659459","0.9586886671659459","0.9586886671659459"
"87","2609","2609","2609","0.9631742689493364","0.9631742689493364","0.9631742689493364","","","","","","","2609","2609","2609","0.9606319570094274","0.9606319570094274","0.9606319570094274","","","","","","","","","","","","","2609","2609","2609","0.9584888989479392","0.9584888989479392","0.9584888989479392"
"88","2639","2639","2639","0.9624588331247352","0.9624588331247352","0.9624588331247352","","","","","","","2639","2639","2639","0.9646469591222518","0.9646469591222518","0.9646469591222518","","","","","","","","","","","","","2639","2639","2639","0.9575606972560691","0.9575606972560691","0.9575606972560691"
"89","2669","2669","2669","0.963169324191465","0.963169324191465","0.963169324191465","","","","","","","2669","2669","2669","0.9598371225012903","0.9598371225012903","0.9598371225012903","","","","","","","","","","","","","2669","2669","2669","0.959662643187826","0.959662643187826","0.959662643187826"
"90","2699","2699","2699","0.9616156812682541","0.9616156812682541","0.9616156812682541","","","","","","","2699","2699","2699","0.9635791739796103","0.9635791739796103","0.9635791739796103","","","","","","","","","","","","","2699","2699","2699","0.9588782633106171","0.9588782633106171","0.9588782633106171"
"91","2729","2729","2729","0.9665821960743426","0.9665821960743426","0.9665821960743426","","","","","","","2729","2729","2729","0.9617703815502324","0.9617703815502324","0.9617703815502324","","","","","","","","","","","","","2729","2729","2729","0.9513311500108149","0.9513311500108149","0.9513311500108149"
"92","2759","2759","2759","0.9622556742156166","0.9622556742156166","0.9622556742156166","","","","","","","2759","2759","2759","0.9629990832418907","0.9629990832418907","0.9629990832418907","","","","","","","","","","","","","2759","2759","2759","0.9568617910506382","0.9568617910506382","0.9568617910506382"
"93","2789","2789","2789","0.964486890246013","0.964486890246013","0.964486890246013","","","","","","","2789","2789","2789","0.9634859299740344","0.9634859299740344","0.9634859299740344","","","","","","","","","","","","","2789","2789","2789","0.9567046890291222","0.9567046890291222","0.9567046890291222"
"94","2819","2819","2819","0.9646568486379947","0.9646568486379947","0.9646568486379947","","","","","","","2819","2819","2819","0.9619736817381473","0.9619736817381473","0.9619736817381473","","","","","","","","","","","","","2819","2819","2819","0.9589501742179477","0.9589501742179477","0.9589501742179477"
"95","2849","2849","2849","0.9590370606776889","0.9590370606776889","0.9590370606776889","","","","","","","2849","2849","2849","0.9615718848413927","0.9615718848413927","0.9615718848413927","","","","","","","","","","","","","2849","2849","2849","0.953141779064545","0.953141779064545","0.953141779064545"
"96","2879","2879","2879","0.9577381434242561","0.9577381434242561","0.9577381434242561","","","","","","","2879","2879","2879","0.9613745183629234","0.9613745183629234","0.9613745183629234","","","","","","","","","","","","","2879","2879","2879","0.95635318738386","0.95635318738386","0.95635318738386"
"97","2909","2909","2909","0.9613974055279285","0.9613974055279285","0.9613974055279285","","","","","","","2909","2909","2909","0.9623222165286868","0.9623222165286868","0.9623222165286868","","","","","","","","","","","","","2909","2909","2909","0.9582351622297355","0.9582351622297355","0.9582351622297355"
"98","2939","2939","2939","0.9624982499089105","0.9624982499089105","0.9624982499089105","","","","","","","2939","2939","2939","0.9629032962179808","0.9629032962179808","0.9629032962179808","","","","","","","","","","","","","2939","2939","2939","0.9571566398985731","0.9571566398985731","0.9571566398985731"
"99","2969","2969","2969","0.964198964059098","0.964198964059098","0.964198964059098","","","","","","","2969","2969","2969","0.9640593806083267","0.9640593806083267","0.9640593806083267","","","","","","","","","","","","","2969","2969","2969","0.9577187882291593","0.9577187882291593","0.9577187882291593"
"100","2999","2999","2999","0.9649542405042636","0.9649542405042636","0.9649542405042636","","","","","","","2999","2999","2999","0.9604235707848446","0.9604235707848446","0.9604235707848446","","","","","","","","","","","","","2999","2999","2999","0.9554995808964507","0.9554995808964507","0.9554995808964507"
