"Epoch","devoted-sound-306 - _step","devoted-sound-306 - _step__MIN","devoted-sound-306 - _step__MAX","devoted-sound-306 - NMI score","devoted-sound-306 - NMI score__MIN","devoted-sound-306 - NMI score__MAX","copper-waterfall-309 - _step","copper-waterfall-309 - _step__MIN","copper-waterfall-309 - _step__MAX","copper-waterfall-309 - NMI score","copper-waterfall-309 - NMI score__MIN","copper-waterfall-309 - NMI score__MAX","amber-rain-344 - _step","amber-rain-344 - _step__MIN","amber-rain-344 - _step__MAX","amber-rain-344 - NMI score","amber-rain-344 - NMI score__MIN","amber-rain-344 - NMI score__MAX","worthy-yogurt-341 - _step","worthy-yogurt-341 - _step__MIN","worthy-yogurt-341 - _step__MAX","worthy-yogurt-341 - NMI score","worthy-yogurt-341 - NMI score__MIN","worthy-yogurt-341 - NMI score__MAX","driven-waterfall-297 - _step","driven-waterfall-297 - _step__MIN","driven-waterfall-297 - _step__MAX","driven-waterfall-297 - NMI score","driven-waterfall-297 - NMI score__MIN","driven-waterfall-297 - NMI score__MAX","fancy-waterfall-343 - _step","fancy-waterfall-343 - _step__MIN","fancy-waterfall-343 - _step__MAX","fancy-waterfall-343 - NMI score","fancy-waterfall-343 - NMI score__MIN","fancy-waterfall-343 - NMI score__MAX"
"83","2489","2489","2489","0.6251772698203366","0.6251772698203366","0.6251772698203366","","","","","","","2489","2489","2489","0.6093867668925544","0.6093867668925544","0.6093867668925544","","","","","","","","","","","","","2489","2489","2489","0.6263075443618913","0.6263075443618913","0.6263075443618913"
"84","2519","2519","2519","0.6260141639325932","0.6260141639325932","0.6260141639325932","","","","","","","2519","2519","2519","0.6216836990978586","0.6216836990978586","0.6216836990978586","","","","","","","","","","","","","2519","2519","2519","0.6432937891571202","0.6432937891571202","0.6432937891571202"
"85","2549","2549","2549","0.6386634591295531","0.6386634591295531","0.6386634591295531","","","","","","","2549","2549","2549","0.6271768636247418","0.6271768636247418","0.6271768636247418","","","","","","","","","","","","","2549","2549","2549","0.6337343475053944","0.6337343475053944","0.6337343475053944"
"86","2579","2579","2579","0.6302538201171141","0.6302538201171141","0.6302538201171141","","","","","","","2579","2579","2579","0.6281807681214774","0.6281807681214774","0.6281807681214774","","","","","","","","","","","","","2579","2579","2579","0.6258370421406039","0.6258370421406039","0.6258370421406039"
"87","2609","2609","2609","0.6364647152633371","0.6364647152633371","0.6364647152633371","","","","","","","2609","2609","2609","0.6298498256754412","0.6298498256754412","0.6298498256754412","","","","","","","","","","","","","2609","2609","2609","0.619391968504497","0.619391968504497","0.619391968504497"
"88","2639","2639","2639","0.636486570579658","0.636486570579658","0.636486570579658","","","","","","","2639","2639","2639","0.6388101117431629","0.6388101117431629","0.6388101117431629","","","","","","","","","","","","","2639","2639","2639","0.6258051547376325","0.6258051547376325","0.6258051547376325"
"89","2669","2669","2669","0.6298457198009593","0.6298457198009593","0.6298457198009593","","","","","","","2669","2669","2669","0.6147535365037251","0.6147535365037251","0.6147535365037251","","","","","","","","","","","","","2669","2669","2669","0.6198537508541646","0.6198537508541646","0.6198537508541646"
"90","2699","2699","2699","0.6391837472476786","0.6391837472476786","0.6391837472476786","","","","","","","2699","2699","2699","0.6283625800277742","0.6283625800277742","0.6283625800277742","","","","","","","","","","","","","2699","2699","2699","0.6176086930142418","0.6176086930142418","0.6176086930142418"
"91","2729","2729","2729","0.6547798299064821","0.6547798299064821","0.6547798299064821","","","","","","","2729","2729","2729","0.6320222341158007","0.6320222341158007","0.6320222341158007","","","","","","","","","","","","","2729","2729","2729","0.6236374438388538","0.6236374438388538","0.6236374438388538"
"92","2759","2759","2759","0.6347506173925682","0.6347506173925682","0.6347506173925682","","","","","","","2759","2759","2759","0.6340395205353699","0.6340395205353699","0.6340395205353699","","","","","","","","","","","","","2759","2759","2759","0.6311044095002841","0.6311044095002841","0.6311044095002841"
"93","2789","2789","2789","0.6363765849898332","0.6363765849898332","0.6363765849898332","","","","","","","2789","2789","2789","0.6380081625846761","0.6380081625846761","0.6380081625846761","","","","","","","","","","","","","2789","2789","2789","0.6306885006457471","0.6306885006457471","0.6306885006457471"
"94","2819","2819","2819","0.6455548565915897","0.6455548565915897","0.6455548565915897","","","","","","","2819","2819","2819","0.6171403900954225","0.6171403900954225","0.6171403900954225","","","","","","","","","","","","","2819","2819","2819","0.6085251568802613","0.6085251568802613","0.6085251568802613"
"95","2849","2849","2849","0.6360175399344982","0.6360175399344982","0.6360175399344982","","","","","","","2849","2849","2849","0.6202123383333096","0.6202123383333096","0.6202123383333096","","","","","","","","","","","","","2849","2849","2849","0.5932563357571078","0.5932563357571078","0.5932563357571078"
"96","2879","2879","2879","0.6262254079561353","0.6262254079561353","0.6262254079561353","","","","","","","2879","2879","2879","0.6237348571755138","0.6237348571755138","0.6237348571755138","","","","","","","","","","","","","2879","2879","2879","0.6073577613221247","0.6073577613221247","0.6073577613221247"
"97","2909","2909","2909","0.6343526838077963","0.6343526838077963","0.6343526838077963","","","","","","","2909","2909","2909","0.621029649767171","0.621029649767171","0.621029649767171","","","","","","","","","","","","","2909","2909","2909","0.6088009583364301","0.6088009583364301","0.6088009583364301"
"98","2939","2939","2939","0.647742955135686","0.647742955135686","0.647742955135686","","","","","","","2939","2939","2939","0.631232800731258","0.631232800731258","0.631232800731258","","","","","","","","","","","","","2939","2939","2939","0.6216042390189669","0.6216042390189669","0.6216042390189669"
"99","2969","2969","2969","0.646309257434008","0.646309257434008","0.646309257434008","","","","","","","2969","2969","2969","0.6307971023760566","0.6307971023760566","0.6307971023760566","","","","","","","","","","","","","2969","2969","2969","0.6099655876725283","0.6099655876725283","0.6099655876725283"
"100","2999","2999","2999","0.6559626623566353","0.6559626623566353","0.6559626623566353","","","","","","","2999","2999","2999","0.6229839410378506","0.6229839410378506","0.6229839410378506","","","","","","","","","","","","","2999","2999","2999","0.6239759665796224","0.6239759665796224","0.6239759665796224"
